SITE.ID	ABLABESMYIA	APEDILUM	BOREOCHLUS	BRILLIA	BRYOPHAENOCLADIUS	CARDIOCLADIUS	CHAETOCLADIUS	CHIRONOMUS	CLADOTANYTARSUS	CORYNONEURA	CRICOTOPUS	DIAMESA	EUKIEFFERIELLA	HELENIELLA	HETEROTRISSOCLADIUS	HYDROBAENUS	KRENOPELOPIA	KRENOSMITTIA	LARSIA	LIMNOPHYES	LOPESCLADIUS	MACROPELOPIA	METRIOCNEMUS	MICROPSECTRA	MICHROTENDIPES	MICROTENDIPES	NILOTANYPUS	PAGASTIA	PARAKIEFFERIELLA	PARAMETRIOCNEMUS	PARAPHAENOCLADIUS	PARATANYTARSUS	PARORTHOCLADIUS	PENTANEURA	PHAENOPSECTRA	POLYPEDILUM	POTTHASTIA	PSECTROTANYPUS	PSEUDODIAMESA	PSEUDORTHOCLADIUS	RADOTANYPUS	RHEOCRICOTOPUS	RHEOTANYTARSUS	STEMPELLINA	STEMPELLINELLA	STILOCLADIUS	SYNORTHOCLADIUS	TANYTARSUS	THIENEMANNIELLA	THIENEMANNIMYIA	TVETENIA	MICROPSECTRA.TANYTARSUS	PARAMERINA.ZAVRELIMYIA	SERGENTIA	ORTHOCLADIUS	AMPHIZOA	GYRINUS	AGABUS	OREODYTES	AMPUMIXIS	CLEPTELMIS	DUBIRAPHIA	HETERLIMNIUS	LARA	NARPUS	OPTIOSERVUS	ORDOBREVIA	ZAITZEVIA	C..BARR.UNDESCRIBED	BRYCHIUS	HALIPLUS	AMETOR	BEROSUS	ENOCHRUS	HELOPHORUS	CYMBIODYTA	CRENITIS	ANACAENA	HYDROBIUS	ACNEUS	EUBRIANAX	PSEPHENUS	OCHTHEBIUS	HYDRAENA	CAECIDOTEA	HYALELLA	GAMMARUS	PACIFASTACUS	DEUTEROPHLEBIA	ATHERIX	LIMNOPHORA	GLUTOPS	PTYCHOPTERA	THAUMALEA	AGATHON	BLEPHARICERA	PHILORUS	BEZZIA.PALPOMYIA	ATRICHOPOGON	FORCIPOMYIA	CULICOIDES	DIXA	DIXELLA	MERINGODIXA	CHELIFERA	CLINOCERA	HEMERODROMIA	OREOGETON	WIEDEMANNIA	MARUINA	PERICOMA	PSYCHODA	PROSIMULIUM	SIMULIUM	CALOPARYPHUS	ANTOCHA	MOLOPHILUS	DICRANOTA	CRYPTOLABIS	HESPEROCONOPA	HEXATOMA	PILARIA	LIMNOPHILA	LIMONIA	PEDICIA	RHABDOMASTIX	TIPULA	GONOMYIA	BAETIS	CENTROPTILUM	DIPHETOR	LABIOBAETIS	ACENTRELLA	PROCLOEON	FALLCEON	CAENIS	ATTENELLA	CAUDATELLA	DRUNELLA	EPHEMERELLA	SERRATELLA	TIMPANOGA	CINYGMA	CINYGMULA	EPEORUS	HEPTAGENIA	NIXE	NIXE.LEUCOCRUTA	IRONODES	RHITHROGENA	PARALEPTOPHLEBIA	AMELETUS	TRICORYTHODES	FERRISIA	FLUMINICOLA	POTAMOPYRGUS	FOSSARIA	PHYSELLA	PHYSA	PROMENETUS	JUGA	GERRIS	LEBERTIA	ESTELLOXUS	WANDESIA	PROTZIA	ALBERTATHYAS	SPERCHON	SPERCHONOPSIS	TORRENTICOLA	TESTUDACARUS	HYGROBATES	ATRACTIDES	MIDEOPSIS	OROHERMES	SIALIS	HYDRA	POLYCELIS	PROSTOMA	CORDULEGASTER	OCTOGOMPHUS	OPHIOGOMPHUS	PISIDIUM	CORBICULA	KATHROPERLA	PARAPERLA	PLUMIPERLA	SUWALLIA	SWELTSA	DESPAXIA	MOSELIA	NEMOURA	AMPHINEMURA	MALENKA	PODMOSTA	PROSTOIA	SOYEDINA	VISOKA	ZAPADA	CALINEURIA	CLAASSENIA	DORONEURIA	HESPEROPERLA	CULTUS	DIURA	ISOPERLA	KOGOTUS	MEGARCYS	PERLINODES	SETVENA	SKWALA	SOLIPERLA	YORAPERLA	SIERRAPERLA	PTERONARCELLA	PTERONARCYS	HETEROPLECTRON	HELICOPSYCHE	LEPIDOSTOMA	AMIOCENTRUS	RHYACOPHILA	BRACHYCENTRUS	MICRASEMA	APATANIA	PEDOMOECUS	AGAPETUS	ANAGAPETUS	GLOSSOSOMA	PROTOPTILA	ARCTOPSYCHE	PARAPSYCHE	CHEUMATOPSYCHE	HYDROPSYCHE	PALAEGAPETUS	AGRAYLEA	HYDROPTILA	LEUCOTRICHIA	NEOTRICHIA	OCHROTRICHIA	METRICHIA.SP.	MYSTACIDES	OECETIS	CERACLEA	PSEUDOSTENOPHYLAX	ALLOCOSMOECUS	CRYPTOCHIA	DESMONA	DICOSMOECUS	ECCLISOCOSMOECUS	ECCLISOMYIA	GOERA	HYDATOPHYLAX	ONOCOSMOECUS	PHILOCASCA	PSYCHOGLYPHA	NEROPHILUS	NAMAMYIA	DOLOPHILODES	WORMALDIA	POLYCENTROPUS	PSYCHOMYIA	NEOTHREMMA	NEOPHYLAX	OLIGOPHLEBODES	FARULA	GUMAGA
01042WSE	0	0	0	  0	0	0	0	0	0	 0	 7	0	 4	0	0	0	0	0	0	1	 0	0	0	  0	0	1	2	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 3	0	 2	0	0	 0	 6	2	 7	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 1	 46	 0	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 1	0	0	0	  2	  0	 0	  0	 0	0	  0	0	17	 0	0	 0	 24	0	 14	0	  1	 0	0	 0	  0	0	 0	0	0	0	0	 10	 0	 10	0	10	0	0	0	 0	 0	 19	 0	26	10	  0	  0	 75	 0	51	0	 0	  0	  5	 3	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	1	0	3	0	 1	0	6	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 1	  1	 0	  0	0	  0	 2	0	0	 0	 0	  2	 0	0	  0	 0	 0	 0	 0	  0	 0	 1	0	 1	 0	  0	0	 0	  0	 0	0	  0	 0	  1	 0	 0	  0	0	 8	 0	  4	0	 0	 0	 0	  2	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 2	 0	 0	 0	 0	0	0	0	0	0	 0	25	 0	 0	 0	 1	 0	0	 0
01044WSE	0	0	1	 15	0	0	0	0	0	 4	 0	0	13	0	0	0	0	0	4	2	 0	0	0	  5	0	0	0	 0	0	 1	1	0	0	0	 0	 9	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 3	0	12	 0	 0	 0	0	0	0	0	0	 0	 3	 0	  0	 0	 3	 81	 0	 91	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	1	0	0	0	 0	 0	 0	0	0	0	 2	4	0	0	  1	  0	 0	  0	 0	0	  0	0	 4	 0	0	 0	  0	0	  0	0	  5	 0	0	 0	  0	0	 0	0	0	0	1	 12	 0	  0	0	 0	0	0	0	 0	 0	  0	 0	 1	 0	  0	  0	  0	 0	 1	0	 0	  0	  6	 0	0	0	 0	 0	 0	4	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 4	 0	0	0	0	 0	0	  0	 0	 0	 0	  1	 0	  0	0	  0	16	0	0	 0	 0	 35	51	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  3	 0	0	  4	 2	  4	 0	 0	  0	0	 7	 2	  1	0	 0	 1	 0	 23	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 1	 0	 0	 0	 0	2	0	0	0	0	 0	 9	 0	 0	 0	 3	 0	0	 0
01050CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	 61	 0	 16	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	105	 0	 27	 6	0	  0	0	 0	 0	0	 0	  3	0	  0	0	  1	 0	0	 0	  0	5	 0	0	0	0	0	  0	 0	 18	0	 0	0	0	0	 0	 0	  0	 0	 0	 0	  0	  0	  0	 0	 0	0	 0	  1	  1	 0	0	0	 0	 0	 0	0	 0	 0	 13	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  5	 0	  0	0	  0	 0	0	0	 0	 0	 20	 5	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  4	 0	 45	 0	 0	  0	0	 0	 0	  0	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	29	 0	 0	 0	 0	 0	0	 0
01051CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 2	 0	102	 0	 0	 10	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	12	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  1	0	  0	0	  2	 0	0	99	  0	0	 0	0	0	0	0	  7	 0	  1	0	 0	0	0	0	 0	 0	  0	 0	 0	 0	  0	  0	  0	 0	 0	0	 0	  1	  1	 0	0	0	 0	 0	 0	0	 0	 0	  6	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  4	 0	  0	0	  0	 1	0	0	 0	 0	  1	43	0	  0	 1	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	55	0	  0	 3	 20	 0	 1	  0	0	 0	 0	  9	0	 0	 0	 0	  6	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	28	 1	0	0	0	0	0	 0	25	 0	 0	 0	32	 0	0	 0
01056CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 50	38	 0	  0	 0	  0	0	0	0	 3	0	0	0	0	21	0	0	 0	 0	14	0	0	7	 0	  0	0	0	0	0	41	 0	 0	0	0	0	 0	0	0	0	  3	  8	12	 12	 0	0	  0	0	 0	10	0	 0	  0	0	 11	0	 10	 0	0	 2	  0	0	 0	0	0	0	0	  0	 0	  8	0	 0	0	0	0	 0	 0	  0	 0	 0	 0	  0	 17	 11	 0	 0	0	56	  9	  1	14	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	4	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	 11	12	 25	0	  0	35	0	0	 0	 0	 11	 6	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	 10	0	 0	  6	 4	0	 26	 0	 15	 0	 0	  0	0	 0	 0	  4	0	 0	 5	 0	  6	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 5	 0	 0	 0	 3	 0	0	59
01059CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 2	 0	 0	  4	 0	13	  0	 0	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 3	  1	 0	0	  0	0	 0	 0	0	 0	  1	0	  4	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	  2	 0	  2	0	 0	0	0	0	 0	 0	  8	 0	 0	 0	  0	  5	  0	 0	 0	0	 6	  0	  1	 2	0	0	 0	 6	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 1	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 8	0	0	 0	 0	  0	 0	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  4	 0	 4	149	0	 0	12	  0	0	 0	 0	 0	  2	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	10	 0	 0	 0	 0	0	 0
01062CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	 20	 1	 13	0	0	0	 0	0	0	0	0	 0	0	0	 0	 2	 0	0	0	0	 0	  0	0	0	0	0	 1	 0	 0	0	0	0	 0	0	0	0	  9	  0	 0	 11	 0	0	  0	0	 1	 0	0	 0	  5	0	  5	0	  5	 0	0	 0	  0	0	 0	0	0	0	0	  1	 0	  2	0	 1	0	0	0	 0	 0	  0	 0	 0	 0	  0	  0	  3	 0	 1	0	 0	 21	  0	 0	0	0	 0	 0	 0	0	 0	 0	  1	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  8	 0	  0	0	  0	 1	0	0	 0	 0	  0	 2	0	  0	 3	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  6	 0	 16	 0	 0	  1	0	 0	 0	  3	0	 0	 0	 0	  1	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 2	 0	0	 0
01065CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	36	 0	 0	 11	32	 0	  0	 0	 15	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 4	 0	 0	0	0	0	 0	0	0	0	  2	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	 21	0	 16	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	  1	 0	 16	0	 0	0	0	0	 0	14	 15	 0	 0	 0	  0	  5	  4	 0	 4	0	28	  5	  8	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	5	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  1	 3	  0	0	  0	 3	0	0	 0	 0	 11	26	0	 67	32	 0	 0	 0	  0	 0	 0	0	 7	 0	  5	0	 0	 37	 0	0	  3	 0	  4	 0	 2	 21	0	 0	 0	  5	0	 0	 0	 0	  8	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 1	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 4
01066CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 3	 0	 0	  3	 3	 0	  5	 3	  4	0	0	0	 0	0	0	0	0	 0	0	0	 2	 2	 0	0	0	4	 0	  0	0	0	0	0	 1	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  4	 0	0	  0	0	 1	 0	0	 0	  6	0	  2	0	  8	 0	0	 0	  0	5	 0	0	0	0	0	  0	 0	  3	0	 0	0	0	0	 0	 0	  0	 4	 0	 0	  6	 11	  0	 0	 0	0	 3	  3	  1	15	0	0	 0	 0	 0	0	 0	 0	  5	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  1	 0	 0	 0	  1	 2	  0	0	  0	 1	0	0	 0	 0	  5	35	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	 15	0	 0	  0	59	0	 90	 0	 31	 0	 1	  0	0	 0	 0	  1	0	 0	 0	 0	  1	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 3	0	0	0	0	0	 0	 1	 0	 0	 0	14	 0	0	11
01067CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	  1	 0	  8	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	 90	0	  2	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	  3	 0	163	0	 0	0	0	0	 0	 1	  1	 1	 0	 0	  0	  6	  3	 0	 0	0	 3	  2	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  2	 0	  0	0	  0	 2	0	0	 0	 0	  0	 1	0	152	 2	 0	 0	 0	  0	 0	 4	0	 0	 0	  0	0	 0	  0	 0	0	  7	 0	 18	 0	 2	 53	0	 0	 0	  3	0	 1	 0	 0	  4	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 7	 0	0	 4
01069CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  1	 0	 2	 27	24	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 1	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 1	  0	59	0	  0	0	 0	 0	0	 0	  0	0	 10	0	  2	 0	0	 0	217	0	 0	0	0	0	0	  5	 0	 12	0	 0	0	0	0	 0	 0	 46	 0	 0	 0	  0	  1	  2	 0	 1	0	 3	 10	  1	 3	0	0	 0	 0	 0	0	 0	 0	  6	0	 0	0	0	0	0	0	0	 0	0	0	0	0	1	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  6	 1	  0	0	  0	 1	0	0	 0	 0	  2	 1	0	 49	 0	 0	 0	 0	  0	 0	 0	0	 0	20	297	0	 0	101	 0	0	122	 0	303	 0	 7	 93	0	 0	 0	114	0	 0	25	 0	 22	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	36	0	0	0	0	0	 0	88	 0	 0	 0	 7	 0	0	 0
01072CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  1	 0	 0	  0	 0	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 3	0	0	0	 0	  0	0	0	0	0	 3	 0	 1	0	0	0	 0	0	0	0	  0	  0	 0	  3	68	0	  0	0	 0	 8	0	 0	  4	0	  0	0	  2	 0	0	 0	  0	0	 0	0	0	0	0	  1	 0	  0	0	 0	0	0	0	 0	 2	 72	 1	 0	 0	  1	  1	  6	 0	 0	0	 0	  1	  1	12	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  2	 4	 42	0	  0	 5	0	0	 0	 6	 35	 0	0	  4	 0	 0	 0	 4	  8	 6	 0	0	 1	 3	  2	0	 0	  0	 0	0	  0	 0	136	 0	 1	  0	1	 0	20	  0	0	 0	25	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 6	0	 0
01076CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 36	 0	 2	  0	13	102	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 1	 0	0	 0	  0	0	  0	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	  0	 0	  0	0	 0	0	0	0	 0	 0	  0	 0	 0	 0	  0	  0	  1	 0	 0	0	 0	  0	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	 0	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  1	 0	  8	 0	 0	  0	0	 0	 0	  0	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 8	 0	 0	 0	 2	 0	0	 0
01080CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 3	 1	 0	  3	 5	17	  2	 8	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  3	0	  2	0	  6	 0	0	12	  0	0	 0	0	0	0	0	 49	 0	  3	0	 1	0	0	0	 0	 3	 28	 1	 0	 0	  2	 10	  2	 0	 0	0	14	  1	 11	 1	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  3	 0	  0	0	  0	 0	0	0	 0	 0	  0	 1	0	  0	23	 0	 0	 0	  0	 1	 0	0	 1	 0	  0	0	 0	  0	 0	0	  0	 0	 67	 0	35	  0	0	 0	 0	  5	0	 4	 0	 0	  3	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 6	0	 0
01082CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  5	 1	 0	  0	 0	  5	0	0	3	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	1	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  2	  0	 0	  2	 0	0	  0	0	 0	 0	0	 0	  3	0	  0	0	  5	 3	0	 1	  0	0	 0	0	0	0	0	  2	 0	  3	0	 0	0	0	0	 0	 0	  2	 0	 0	 0	  9	  0	  0	 0	 0	0	 1	  0	  2	 0	0	0	 0	20	 0	0	 0	 0	  2	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 1	 0	 0	  3	 1	  1	0	  0	 2	0	0	 0	 0	 20	16	0	  0	 0	 0	 0	34	  0	 0	 0	0	 0	 0	 31	0	 9	  7	 0	0	  5	 0	 36	 0	 0	  0	0	 0	 0	 16	0	 0	 0	 0	 13	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	4	0	0	0	0	 0	20	 0	 0	 0	12	 0	0	 0
01085CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 6	 0	 0	 32	 1	 0	  0	 0	  0	0	0	0	 0	0	0	0	6	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	27	0	0	0	 0	0	0	0	112	  0	 0	 12	 0	0	114	0	 0	 0	0	 0	  0	0	  0	0	 35	 0	0	 0	  0	0	56	0	0	0	0	 54	 0	  0	0	 0	0	0	0	 0	 0	 56	11	 0	 0	 26	  1	  0	 0	 0	0	 5	  1	  3	 1	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	184	 1	  1	0	  0	 0	0	0	 0	 1	  7	 1	0	  8	 0	 0	 0	 2	  0	 1	 0	1	 0	 1	  3	0	 0	  1	 0	0	  1	 0	 10	 0	 1	  0	0	 0	 0	  0	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 1	 0	 0	1	 0
